"Name","DisplayName","Alias","PrimarySmtpAddress"
"[ENG] ConnectivQA","[ENG] ConnectivQA","?ENG?ConnectivQA","connectivqa@accruent.com"
"[ENG] ConnectivEngineering","[ENG] ConnectivEngineering","?ENG?ConnectivEngineering","ConnectivEngineering@accruent.com"
"ems_ClientAccountsExec","[EMS] Accounts Exec","ems_ClientAccountsExec","ems_ClientAccountsExec@accruent.com"
"ems_emsstaff","[EMS] Active Staff","ems_emsstaff","ems_emsstaff@accruent.com"
"ems_Brand","[EMS] Brand","ems_Brand","ems_Brand@accruent.com"
"ems_BuildNotification_OutlookAddin","[EMS] BuildNotification_OutlookAddin","ems_BuildNotification_OutlookAddin","ems_BuildNotification_OutlookAddin@accruent.com"
"ems_CldLic","[EMS] Cloud License","ems_CldLic","ems_CldLic@accruent.com"
"ems_CldOpsTeam","[EMS] Cloud Ops Team","ems_CldOpsTeam","ems_CldOpsTeam@accruent.com"
"ems_CldRR","[EMS] Cloud Rapid Response","ems_CldRR","ems_CldRR@accruent.com"
"ems_Conference","[EMS] Conference","ems_Conference","ems_Conference@accruent.com"
"ems_Consulting","[EMS] Consulting","ems_Consulting","ems_Consulting@accruent.com"
"ems_SalesDemo","[EMS] Corp GNP Sales Demo","ems_SalesDemo","ems_SalesDemo@accruent.com"
"ems_Corporate.Central","[EMS] Corporate.Central","ems_Corporate.Central","ems_Corporate.Central@accruent.com"
"ems_Corporate.East","[EMS] Corporate.East","ems_Corporate.East","ems_Corporate.East@accruent.com"
"ems_Corporate.NonProfit","[EMS] Corporate.NonProfit","ems_Corporate.NonProfit","ems_Corporate.NonProfit@accruent.com"
"ems_Corporate.West","[EMS] Corporate.West","ems_Corporate.West","ems_Corporate.West@accruent.com"
"ems_Denver","[EMS] Denver","ems_Denver","ems_Denver@accruent.com"
"ems_Dev_DG","[EMS] Developers Group Email","ems_Dev_DG","ems_Dev_DG@accruent.com"
"ems_Development","[EMS] Development Team","ems_Development","ems_Development@accruent.com"
"ems_Education.Healthcare","[EMS] Education.Healthcare","ems_Education.Healthcare","ems_Education.Healthcare@accruent.com"
"ems_emshunters","[EMS] EMS Account Exec Hunters","ems_emshunters","ems_emshunters@accruent.com"
"ems_Newsletter","[EMS] EMS Newsletter","ems_Newsletter","ems_Newsletter@accruent.com"
"ems_emspoc","[EMS] EMS POC","ems_emspoc","ems_emspoc@accruent.com"
"ems_Sales","[EMS] EMS Sales","ems_Sales","ems_Sales@accruent.com"
"ems_Support","[EMS] EMS Support","ems_Support","ems_Support@accruent.com"
"ems_EMSSupportGlobal","[EMS] EMS Support Global","ems_EMSSupportGlobal","ems_EMSSupportGlobal@accruent.com"
"ems_emssupportmanagers","[EMS] EMS Support Managers","ems_emssupportmanagers","ems_emssupportmanagers@accruent.com"
"ems_EMSTrainingCenter","[EMS] EMS Training Center","ems_EMSTrainingCenter","ems_EMSTrainingCenter@accruent.com"
"ems_Webinar","[EMS] EMS Webinar","ems_Webinar","ems_Webinar@accruent.com"
"ems_AccountManagementRenewals","[EMS] Account Management Renawals","ems_AccountManagementRenewals","ems_AccountManagementRenewals@accruent.com"
"ems_EMSHQ@dea.com","[EMS] EMSHQ","ems_EMSHQ?dea.com","ems_EMSHQ?dea.com@accruentatlas.onmicrosoft.com"
"ems_EMSHQBook","[EMS] EMSHQ (Demorooms)","ems_EMSHQBook","ems_EMSHQBook@accruent.com"
"ems_EMSHQ-Remote@dea.com","[EMS] EMSHQ-Remote","ems_EMSHQ-Remote?dea.com","ems_EMSHQ-Remote?dea.com@accruentatlas.onmicrosoft.com"
"ems_emshr","[EMS] EMSHR","ems_emshr","ems_emshr@accruent.com"
"ems_EMSLive2018","[EMS] EMSLive 2018","ems_EMSLive2018","ems_EMSLive2018@accruent.com"
"ems_EMSMobileDev","[EMS] EMSMobileDev","ems_EMSMobileDev","ems_EMSMobileDev@accruent.com"
"ems_Events","[EMS] Events","ems_Events","ems_Events@accruent.com"
"ems_Exec","[EMS] Exec","ems_Exec","ems_Exec@accruent.com"
"ems_EYPriority","[EMS] EY Priority","ems_EYPriority","ems_EYPriority@accruent.com"
"ems_Farmer","[EMS] Farmer","ems_Farmer","ems_Farmer@accruent.com"
"ems_FinancialServices.Central","[EMS] FinancialServices.Central","ems_FinancialServices.Central","ems_FinancialServices.Central@accruent.com"
"ems_FinancialServices.East","[EMS] FinancialServices.East","ems_FinancialServices.East","ems_FinancialServices.East@accruent.com"
"ems_FinancialServices.West","[EMS] FinancialServices.West","ems_FinancialServices.West","ems_FinancialServices.West@accruent.com"
"ems_Forum","[EMS] Forum","ems_Forum","ems_Forum@accruent.com"
"ems_HealthCare.East","[EMS] Healthcare.East","ems_HealthCare.East","ems_HealthCare.East@accruent.com"
"ems_Healthcare.West","[EMS] Healthcare.West","ems_Healthcare.West","ems_Healthcare.West@accruent.com"
"ems_HigherEducation","[EMS] HigherEducation","ems_HigherEducation","ems_HigherEducation@accruent.com"
"ems_Info","[EMS] Info","ems_Info","ems_Info@accruent.com"
"ems_IT","[EMS] IT","ems_IT","ems_IT@accruent.com"
"ems_RingCentral","[EMS] IT Application Testing","ems_RingCentral","ems_RingCentral@accruent.com"
"ems_Leadership","[EMS] Leadership","ems_Leadership","ems_Leadership@accruent.com"
"ems_Marketing","[EMS] Marketing","ems_Marketing","ems_Marketing@accruent.com"
"ems_Marketo","[EMS] Marketo","ems_Marketo","ems_Marketo@accruent.com"
"ems_ops","[EMS] Ops","ems_ops","ems_ops@accruent.com"
"ems_Partners","[EMS] Partners","ems_Partners","ems_Partners@accruent.com"
"ems_emsplatinum2","[EMS] Platinum Support Distro","ems_emsplatinum2","ems_emsplatinum2@accruent.com"
"ems_postmaster","[EMS] postmaster","ems_postmaster","ems_postmaster@accruent.com"
"ems_PremiumPlusSupport","[EMS] PremiumPlusSupport","ems_PremiumPlusSupport","ems_PremiumPlusSupport@accruent.com"
"ems_Presales","[EMS] Presales","ems_Presales","ems_Presales@accruent.com"
"ems_Product","[EMS] Product","ems_Product","ems_Product@accruent.com"
"ems_ProductTeam","[EMS] Product Team","ems_ProductTeam","ems_ProductTeam@accruent.com"
"ems_ProfessionalServices.East","[EMS] ProfessionalServices.East","ems_ProfessionalServices.East","ems_ProfessionalServices.East@accruent.com"
"ems_ProfessionalServices.West","[EMS] ProfessionalServices.West","ems_ProfessionalServices.West","ems_ProfessionalServices.West@accruent.com"
"ems_PS1","[EMS] PS1","ems_PS1","ems_PS1@accruent.com"
"ems_PS2","[EMS] PS2","ems_PS2","ems_PS2@accruent.com"
"ems_PublicRelations","[EMS] Public Relations","ems_PublicRelations","ems_PublicRelations@accruent.com"
"ems_QE_DG","[EMS] QE Group Email","ems_QE_DG","ems_QE_DG@accruent.com"
"ems_RRT","[EMS] Rapid Response Team","ems_RRT","ems_RRT@accruent.com"
"ems_Recruiting","[EMS] Recruiting","ems_Recruiting","ems_Recruiting@accruent.com"
"ems_Revenue","[EMS] Revenue","ems_Revenue","ems_Revenue@accruent.com"
"ems_SDR","[EMS] Sales Development Reps","ems_SDR","ems_SDR@accruent.com"
"ems_SalesGNPTeam","[EMS] Sales GNP Team","ems_SalesGNPTeam","ems_SalesGNPTeam@accruent.com"
"ems_SalesTeam","[EMS] Sales Team","ems_SalesTeam","ems_SalesTeam@accruent.com"
"ems_Sales_AC","[EMS] Sales_AC","ems_Sales_AC","ems_Sales_AC@accruent.com"
"ems_SalesOrders","[EMS] SalesOrders","ems_SalesOrders","ems_SalesOrders@accruent.com"
"ems_SolutionConsulting","[EMS] Solution Consulting","ems_SolutionConsulting","ems_SolutionConsulting@accruent.com"
"ems_sp_support","[EMS] SP_Support","ems_sp_support","ems_sp_support@accruent.com"
"ems_Test","[EMS] Test","ems_Test","ems_Test@accruent.com"
"ems_Testing","[EMS] testing","ems_Testing","ems_Testing@accruent.com"
"ems_Unsubscribe","[EMS] Unsubscribe","ems_Unsubscribe","ems_Unsubscribe@accruent.com"
"ems_VZ","[EMS] VZ","ems_VZ","ems_VZ@accruent.com"
"ems_Webmaster","[EMS] Webmaster","ems_Webmaster","ems_Webmaster@accruent.com"
"ems_WeekendSupport","[EMS] WeekendSupport","ems_WeekendSupport","ems_WeekendSupport@accruent.com"
"ems_staff","[EMS] Staff","ems_staff","ems_staff@accruent.com"
"ems_emshq","[EMS] HQ","ems_emshq","ems_emshq@accruent.com"
"ems_HQRemote","[EMS] HQ Remote","ems_HQRemote","ems_hqremote@accruent.com"
"mc_ams","[MC] AMS","mc_ams","mc_ams@accruent.com"
"mc_ap","[MC] Accounts Payable","mc_ap","mc_ap@accruent.com"
"mc_bams","[MC] BAMS","mc_bams","mc_bams@accruent.com"
"mc_bankone","[MC] BANKONE","mc_bankone","mc_bankone@accruent.com"
"mc_bdrs","[MC] BDRS","mc_bdrs","mc_bdrs@accruent.com"
"mc_billing","[MC] Maintenance Connection Billing","mc_billing","mc_billing@accruent.com"
"mc_blog","[MC] BLOG","mc_blog","mc_blog@accruent.com"
"mc_buyerzone","[MC] Buyer Zone","mc_buyerzone","mc_buyerzone@accruent.com"
"mc_cancels","[MC] cancels","mc_cancels","mc_cancels@accruent.com"
"mc_certification","[MC] MC Certification","mc_certification","mc_certification@accruent.com"
"mc_checkpoint","[MC] Checkpoint","mc_checkpoint","mc_checkpoint@accruent.com"
"mc_cloudupgrade","[MC] Cloud Upgrade","mc_cloudupgrade","mc_cloudupgrade@accruent.com"
"mc_cmms_score","[MC] CMMS Score","mc_cmms_score","mc_cmms_score@accruent.com"
"mc_coloradomc","[MC] Colorado MC","mc_coloradomc","mc_coloradomc@accruent.com"
"mc_content","[MC] Content","mc_content","mc_content@accruent.com"
"mc_contracts","[MC] Contracts","mc_contracts","mc_contracts@accruent.com"
"mc_dev","[MC] Dev","mc_dev","mc_dev@accruent.com"
"mc_domainreg","[MC] Domain Registration","mc_domainreg","mc_domainreg@accruent.com"
"mc_executiveteam","[MC] Executive Team","mc_executiveteam","mc_executiveteam@accruent.com"
"mc_gbteam","[MC] GB Team","mc_gbteam","mc_gbteam@accruent.com"
"mc_giveback","[MC] Give Back","mc_giveback","mc_giveback@accruent.com"
"mc_givesback","[MC] Gives Back","mc_givesback","mc_givesback@accruent.com"
"mc_hr","[MC] HR","mc_hr","mc_hr@accruent.com"
"mc_ics","[MC] ICS","mc_ics","mc_ics@accruent.com"
"mc_info","[MC] Info","mc_info","mc_info@accruent.com"
"mc_itunes","[MC] iTunes","mc_itunes","mc_itunes@accruent.com"
"mc_jobs","[MC] Jobs","mc_jobs","mc_jobs@accruent.com"
"mc_management","[MC] Management","mc_management","mc_management@accruent.com"
"mc_marketing","[MC] Marketing","mc_marketing","mc_marketing@accruent.com"
"mc_marketing.billing","[MC] Marketing Billing","mc_marketing.billing","mc_marketing.billing@accruent.com"
"mc_marketing.team","[MC] Marketing Team","mc_marketing.team","mc_marketing.team@accruent.com"
"mc_newinvoice","[MC] New Invoice","mc_newinvoice","mc_newinvoice@accruent.com"
"mc_openenrollment","[MC] Open Enrollment","mc_openenrollment","mc_openenrollment@accruent.com"
"mc_orders","[MC] Orders","mc_orders","mc_orders@accruent.com"
"mc_partners","[MC] Partners","mc_partners","mc_partners@accruent.com"
"mc_payments","[MC] Payments","mc_payments","mc_payments@accruent.com"
"mc_paypal","[MC] PayPal","mc_paypal","mc_paypal@accruent.com"
"mc_phonesystem","[MC] Phone System","mc_phonesystem","mc_phonesystem@accruent.com"
"mc_prod","[MC] Prod","mc_prod","mc_prod@accruent.com"
"mc_prod.team","[MC] Production Team","mc_prod.team","mc_prod.team@accruent.com"
"mc_prod.zd","[MC] Production FW","mc_prod.zd","mc_prod.zd@accruent.com"
"mc_projects","[MC] Projects","mc_projects","mc_projects@accruent.com"
"mc_renewals","[MC] MC Renewals","mc_renewals","mc_renewals@accruent.com"
"mc_rfp","[MC] RFP","mc_rfp","mc_rfp@accruent.com"
"mc_sales","[MC] Sales","mc_sales","mc_sales@accruent.com"
"mc_sales.team","[MC] Sales Team","mc_sales.team","mc_sales.team@accruent.com"
"mc_service","[MC] Service","mc_service","mc_service@accruent.com"
"mc_ses","[MC] SES","mc_ses","mc_ses@accruent.com"
"mc_sql","[MC] SQL","mc_sql","mc_sql@accruent.com"
"mc_success","[MC] Success","mc_success","mc_success@accruent.com"
"mc_support","[MC] Support","mc_support","mc_support@accruent.com"
"mc_surveys","[MC] MC Surveys","mc_surveys","mc_surveys@accruent.com"
"mc_training","[MC] Training","mc_training","mc_training@accruent.com"
"mc_upgrade","[MC] Upgrade","mc_upgrade","mc_upgrade@accruent.com"
"mc_upgrades","[MC] Upgrades","mc_upgrades","mc_upgrades@accruent.com"
"mc_webinar","[MC] Webinar","mc_webinar","mc_webinar@accruent.com"
"mc_webmaster","[MC] webmaster","mc_webmaster","mc_webmaster@accruent.com"
"mc_yes-we-ghana","[MC] YES! WE! GHANA!","mc_yes-we-ghana","mc_yes-we-ghana@accruent.com"
"BC_Support","BC_Support","bc_support","bc_support@accruentatlas.onmicrosoft.com"
"Detrich Emails","Detrich Emails","detrichemails","detrichemails@accruent.com"
"Meridian Support Team","Meridian Support Team","MeridianSupportTeam","MeridianSupportTeam@accruent.com"
